,Title,Author,Call_Number,Year,Type,Subject
171, El Congreso Nacional de Ingeniería [Texto impreso],Congreso Nacional de Ingenieria 1º 1919 Madrid,SG/2841,1919,Monographs,Ingeniería
172, Trabajos del Congreso [Texto impreso],Congreso Nacional de Ingenieria 1º 1919 Madrid,1/80143,1920,Monographs,Ingeniería
173, El Auxiliar de la ingeniería y arquitectura : revista técnica y profesional,El Auxiliar de la ingeniería y arquitectura (Internet),ACCESO REMOTO,1921,Newspapers/Magazines,Ingeniería
174, El Auxiliar de la ingeniería y arquitectura [Texto impreso] : revista técnica y profesional,NA,ZR/1676,1921,Newspapers/Magazines,Ingeniería
175, Saltos de agua [Texto impreso] : motores e instalaciones hidraúlicas,"Igual, José de",4/28002,1921,Monographs,Ingeniería
176, Ingeniería y construcción : revista mensual iberoamericana,Ingeniería y construcción (Internet),ACCESO REMOTO,1923,Newspapers/Magazines,Ingeniería
177, Ingeniería y construcción [Texto impreso] : revista mensual iberoamericana,NA,AHS/36644,1923,Newspapers/Magazines,Ingeniería
178, Revista mexicana de ingeniería y arquitectura [Texto impreso] : órgano de la Asociación de Ingenieros y Arquitectos de México,NA,AHS/26706,1923,Newspapers/Magazines,Ingeniería
179, Los ingenieros militares en la campaña de África de 1921 a 1922 : notas acerca de su actuación,"Vives y Vich, Pedro 1858-1938",AFRGF/1422,1923,Monographs,Ingeniería
180, Manual del Constructor de Máquinas [Texto impreso],"Dubbel, Heinrich 1873-1947",S/11/153,1925,Monographs,Ingeniería
181, Dyna : revista de  los ingenieros industriales de España,Dyna (Bilbao),Z/275,1926,Newspapers/Magazines,Ingeniería
182, Renovación forestal [Texto impreso],NA,HNB/9230,1926,Newspapers/Magazines,Ingeniería
183, Prácticas de ingeniería rural [Texto impreso],"Provost, A.",DL/1746030,1926,Monographs,Ingeniería
184, Manual del ingeniero [Texto impreso],Des Ingenieurs Taschenbuch Español,FI/16,1926,Monographs,Ingeniería
185, Saneamiento de poblaciones,"Paz Maroto, José 1900-1973",SG/983,1927,Monographs,Ingeniería
186," Catálogo de obras científicas e industriales. III, Obras públicas [Texto impreso]",Librería E. Dossat,12/724012,1928,Monographs,Ingeniería
187," Catálogo de obras científicas e industriales. II, Mecánica [Texto impreso]",Librería E. Dossat,12/724006,1928,Monographs,Ingeniería
188, Revista de ingeniería [Texto impreso] : publicación mensual técnico-informativa de ingeniería general,NA,D/1902,1928,Newspapers/Magazines,Ingeniería
189, Boletín tecnológico [Texto impreso] : órgano oficial de la Federación Nacional de Peritos Industriales y de la Agrupación Nacional de Peritos Químicos,NA,D/1926,1928,Newspapers/Magazines,Ingeniería
190, Noticiario de negocios e ingeniería [Texto impreso] : boletín-servicio,NA,Z/1201,1930,Newspapers/Magazines,Ingeniería
191, Evolución de las máquinas marinas [Texto impreso] : trabajo leído... el día 8 de octubre de 1929 con motivo de la celebración... de la fiesta del libro,"Purig Roca, Luis",VC/11052/13,1930,Monographs,Ingeniería
192, Manual del ingeniero constructor y del arquitecto [Texto impreso],"Foerster, Max",4/206549,1930,Monographs,Ingeniería
0, Fuerzas motrices [Material gráfico],"Peña, Juan de la 1729-1774",ER/3793 (P. 144),1754,"Drawings, Posters, Photos",Mecánica
2," Relox universal de pendola y en el nueva idea de estructura del universo [Texto impreso] : se declara la colocacion del gobo terraqueo, y su movimiento de oscilacion en el centro del universo, y el movimiento del sol al rededor del globo en circulo perfecto","Casas, José Santiago de",2/14272,1758,Monographs,Mecánica
3," Viage estático al mundo planetario, en que se observan el mecanismo y los principales fenomenos del cielo ... [Texto impreso]","Hervás, Lorenzo 1735-1809",2/66257,1793,Monographs,Mecánica
4," Tratado de Mecánica elemental, para los discípulos de la Escuela Politécnica de Paris : ordenado según los métodos de R. Prony","Francoeur, Louis-Benjamin 1773-1849",1/37546,1803,Monographs,Mecánica
5," Compendio de mecánica práctica [Texto impreso] : para uso de los niños, artistas, artesanos","Vallejo, José Mariano 1779-1846",1/32860,1815,Monographs,Mecánica
6, Tratado elemental de matemáticas [Texto impreso] : ... para uso de los caballeros seminaristas del Real Seminario de Nobles de Madrid,"Vallejo, José Mariano 1779-1846",May-27,1817,Monographs,Mecánica
7," Programa de un curso de geometría y mecánica, aplicadas á las artes : para uso de los artesanos, y de los maestros y demas personas que dirigen talleres ó fábricas","Dupin, Carlos",1/43939,1827,Monographs,Mecánica
8, Tratado elemental de mecánica [Texto impreso],"Odriozola, José de",1/42445,1832,Monographs,Mecánica
9," Teoría mecánica de las construcciones, para los estudios de la Academia Especial de Ingenieros [Texto impreso] : sacada de las obras de M. Novier y de varios autores","Piélago, Celestino del 1792-1880",1/26969,1837,Monographs,Mecánica
10," Curso industrial o lecciones de aritmética, geometría y mecánica [Texto impreso] : aplicadas a las artes","Azofra y Sáenz de Tejada, Manuel María de 1813-1870",1/37499,1838,Monographs,Mecánica
12, Elementos de mecánica : presentados a la Sociedad Económica de Amigos del País de Jerez de la Frontera,"Lavalle, J. A. de",1/55053,1839,Monographs,Mecánica
13," Tratado completo de mecanica [Texto impreso] : destinado, a la enseñanza en la Academia Especial de Ingenieros del Ejercito","García San Pedro, Fernando 1795-1854",1/1759,1840,Monographs,Mecánica
14," Mecánica práctica para uso de los artesanos, artistas y aficionados a las artes industriales","Montenegro, Alonso",DL/2115208(1),1842,Monographs,Mecánica
15, Lecciones de Mecánica aplicada y de Hidraúlica [Texto impreso] : Curso de 1855 á 1856,NA,VC/412/7,1856,Monographs,Mecánica
17, Manual de mecánica industrial con aplicación a varias máquinas [Texto impreso],"Vélez de Paredes, Eduardo",2/83625,1860,Monographs,Mecánica
18, Problemas y ejercicios de mecánica racional [Texto impreso],"Diez de Prado y Falcón, Camilo",1/77068,1865,Monographs,Mecánica
19, Discurso leído ante el claustro de la Universidad Central en el solemne acto de recibir la Investidura de Doctor,"Ceruelo y Obispo, José 1839-1903",VC/449/49,1866,Monographs,Mecánica
21, English mechanic and world of science [Texto impreso],NA,D/5768,1870,Newspapers/Magazines,Mecánica
24, Péndulo inclinado para demostrar experimentalmente la ley del péndulo referente a la aceleración de la gravedad [Manuscrito],"Escriche y Mieg, Tomás 1844-1918",MSS/18787,1876,Manuscripts and Personal Archives,Mecánica
25, Manual de mecánica popular,"Ariño y Sancho, Tomás 1827-1882",12/886697,1878,Monographs,Mecánica
26, Mecánica,Cabre,4/183265,1878,Monographs,Mecánica
27, Programa de las lecciones de mecánica racional [Texto impreso],"Ariño y Sancho, Tomás 1827-1882",VC/2640/90,1880,Monographs,Mecánica
28, Lecciones de mecánica racional [Texto impreso],"Ariño y Sancho, Tomás 1827-1882",1/78644,1880,Monographs,Mecánica
29, Manual de mecánica aplicada [Texto impreso] : fluidos,"Ariño y Sancho, Tomás 1827-1882",BU/12324,1881,Monographs,Mecánica
30, Nociones de mecánica de sólidos para uso de los estudiantes de Física [Texto impreso],"Lozano y Ponce de León, Eduardo 1844-1927",4/95817,1881,Monographs,Mecánica
31, Manual de elementos de mecánica industrial y máquinas,"Bustinduy y Vergara, Nicolás de 1849-1928",2/31662,1883,Monographs,Mecánica
32, Lecciones de mecánica : escritas con arreglo al programa de esta materia para el ingreso en el Cuerpo de Ayudantes de Obras públicas,"Aguilar, Cristóbal de",1/26984,1884,Monographs,Mecánica
33, Apuntes para el estudio de la mecánica de D.R. de Bruna [Texto impreso],"Úbeda, M.",2/32483,1886,Monographs,Mecánica
34, Mecánica aplicada a las construcciones [Texto impreso],"Marvá y Mayer, José 1846-1937",1/73268,1888,Monographs,Mecánica
35, Principios generales de mecánica [Texto impreso],"Miranda, A.",1/64553,1889,Monographs,Mecánica
36, Nociones de mecánica para uso de los estudiantes de física [Texto impreso],"Lozano y Ponce de León, Eduardo 1844-1927",1/19877,1889,Monographs,Mecánica
37, Elementos de física experimental : precedido de unas Nociones de mecánica racional,"Sanjurjo e Izquierdo, Rodrigo 1841-1909 autor",1/91736,1892,Monographs,Mecánica
38, Mecánica aplicada a las construcciones [Texto impreso],"Marvá y Mayer, José 1846-1937",1/46087,1894,Monographs,Mecánica
39, Elementos de mecánica [Texto impreso],"Hidalgo Cuenca, Joaquín",1/46122,1895,Monographs,Mecánica
40, Leyes mecánicas de los líquidos turbios y de los gases nebulosos descubiertas y demostradas experimentalmente,"García de la Cruz, Victorino 1850-1906",1/85088,1895,Monographs,Mecánica
41, Elementos de física experimental [Texto impreso] : precedido de unas nociones de mecánica racional,"Sanjurjo e Izquierdo, Rodrigo 1841-1909",1/76762,1897,Monographs,Mecánica
42, La potencia motriz del universo [Texto impreso],"Giró y Roma, José m. 1900",VC/14919/2,1897,Monographs,Mecánica
43, Manual del chauffeur : nociones teórico-prácticas de automovilismo,"Martí, Pompeyo",1/248700,1900,Monographs,Mecánica
44, Mecánica aplicada a las construcciones [Texto impreso],"Marvá y Mayer, José 1846-1937",1/17858,1902,Monographs,Mecánica
45, Tratado elemental de mecánica aplicada,"Bocquet, J. A.",1/19943,1905,Monographs,Mecánica
46, Excursiones celestes [Texto impreso],"Amigues, Édouard 1842-1900",6/8707&lt;10&gt;,1906,Monographs,Mecánica
47, Resumen de las lecciones de Mecánica aplicada á las construcciones [Texto impreso],"Lasarte y Pessino, José María de",1/33133,1906,Monographs,Mecánica
48, Cartilla para el 1er curso,"Ortega Agulla, Guillermo 1875-1922",12/805011,1907,Monographs,Mecánica
49, Mecánica aplicada á las construcciones [Texto impreso],"Marvá y Mayer, José 1846-1937",1/57281,1909,Monographs,Mecánica
50, Curso de Mecánica aplicada á las construcciones [Texto impreso] : Resistencia de materiales y estabilidad de las construcciones,"Granda y Callejas, Bernardo de",1/53790,1909,Monographs,Mecánica
51, Apuntes de Mecánica aplicada a las construcciones [Texto impreso],NA,2/88369,1910,Monographs,Mecánica
52, Datos y formulas mas importantes de Mecánica Aplicada á las Construcciones [Texto impreso],"Casado Rodrigo, Juan",1/69428,1915,Monographs,Mecánica
53, Mecánica aplicada a las construcciones [Texto impreso],"Marvá y Mayer, José 1846-1937",1/71942,1916,Monographs,Mecánica
54," Tratado de Física. I, Mecánica. Instrumentos y métodos de medición","Chwolson, O. D.",DL/2240949,1916,Monographs,Mecánica
56, Mecanica aplicada [Texto impreso] : [quinta parte-Resistencia de materiales],"Lluch Meléndez, José",VC/709/17,1917,Monographs,Mecánica
57, Manual elemental de mecánica aplicada [Texto impreso],"Massero, Ferdinando",1/76632,1918,Monographs,Mecánica
58, La mecánica al día [Texto impreso] : inventos mecánicos actuales,"Corbin, Thomas W.",4/19556,1918,Monographs,Mecánica
59," Manual del mecánico. Primera parte, Principios de mecánica general","Franche, Georges",12/1095927,1920,Monographs,Mecánica
60, El chauffeur en el taller,"Bommier, René 1874-1958",DL/2280421,1921,Monographs,Mecánica
61," Nociones fundamentales de mecánica relativista [Texto impreso] : memoria premiada por la Real Academia de Ciencias Exactas, Físicas y Naturales en el concurso ordinario del año 1919","Plans y Freyre, José María 1878-1934",12/310341,1921,Monographs,Mecánica
62, Cartilla para mecánico-automovilistas,"Ortega Agulla, Guillermo 1875-1922",1/79314,1921,Monographs,Mecánica
63, Anales de la Asociación de Ingenieros del Instituto Católico de Artes e Industrias [Texto impreso] : estudios de mecánica  y electridad,NA,D/6888,1922,Newspapers/Magazines,Mecánica
64," Recetario del automovilista [Texto impreso] : colección práctica de procedimientos, consejos, secretos de taller y reparaciones de urgencia","Baudry de Saunier, Louis 1865-1938",1/240558,1922,Monographs,Mecánica
65, Primeras nociones de Mecánica relativista [Texto impreso],"Mataix Aracil, Carlos",VC/737/31,1923,Monographs,Mecánica
66, Cómo se conduce y maneja un automóvil : manual práctico del chauffeur,"Lozano, Emilio",1/85831,1923,Monographs,Mecánica
67," Tratado de física. XIII, Teoría de los quanta y estructura del átomo","Chwolson, O. D.",DL/2239241,1924,Monographs,Mecánica
68," Nueva teoría cósmica y su aplicación a las ciencias naturales [Texto impreso] : mecánica celeste, cosmología, fisica y química","Ruiz, Mariano N.",SG/114,1925,Monographs,Mecánica
70, Tablas y fórmulas técnicas de mecánica y electricidad aplicadas [Texto impreso],"Muller, W. (ingeniero)",12/270527,1927,Monographs,Mecánica
72, Manual del mecánico automovilista,"Goytre Bejarano, Ricardo 1877-1934",4/27314,1928,Monographs,Mecánica
73, Estadística del impuesto de la patente nacional de vehiculos de tracción mecánica [Texto impreso],NA,D/1593,1929,Newspapers/Magazines,Mecánica
74, Mecánica no-Newtoniana de tipo elíptico [Texto impreso],"Corral, José Isaac 1882-1946",12/406749,1929,Monographs,Mecánica
75, Introducción a la mecánica general [Texto impreso],"Planck, Max 1858-1947",1/245376,1930,Monographs,Mecánica
76, Tratado elemental de Mecánica Aplicada [Texto impreso],"Bocquet, J. A.",2/90007,1930,Monographs,Mecánica
0," Francisco Pacheco al letor [Texto impreso] : determinè comunicar a Algunos Curiosos de l\'Arte de la Pintura, este Capitulo de mi Libro antes de sacarlo a luz, porque el intento que trata no depende de otro, i por calificar por esta pequeña muestra todo lo restante que escrivo desta Profession : Cap. XII, Porque aciertan sin cuidado muchos pintores, i poniendolo no consiguen su intento","Pacheco, Francisco 1564-1644",VE/1518/20,1601,Monographs,Técnica
1, Arte nuevo de hacer comedias en este tiempo [Texto impreso],"Vega, Lope de 1562-1635",R.MICRO/13484,1621,Monographs,Técnica
2, [Forma de tomar el buril],"Martínez, Jusepe 1600-1682 autor atribuido",MSS/9338 (32),1643,"Drawings, Posters, Photos",Técnica
3, [Instrumentos de grabado],"Martínez, Jusepe 1600-1682 autor atribuido",MSS/9338 (31),1643,"Drawings, Posters, Photos",Técnica
4," Receta para hacer el ultramaro a la mayor perfección y otros colores para pintar en miniatura, con el método para molerlas y usar de las que sirven para este género de pintura y el modo de preparar las vitelas u otras materias sobre que quisieres pintar [Manuscrito]",NA,MSS/9335,1701,Manuscripts and Personal Archives,Técnica
5, Técnicas para grabar al aguafuerte [Manuscrito],NA,MSS.MICRO/6547,1701,Manuscripts and Personal Archives,Técnica
6," Noticia experimental para practicar la miniatura, empastado, iluminacion, aguadas y pastel","Magadán y Gamarra, Juan Cirilo",VE/340/32,1754,Monographs,Técnica
7," Tratado de barnices, y charoles","Bonanni, Filippo 1638-1725",3/39863,1755,Monographs,Técnica
8," Arte comico, desengaño de los engaños en que viven los que ven y executan comedias : tratado sobre la comica, parte principal en la representacion : segundo papel que trata de los afectos, acciones, carácter y arreglo de voz","Rezano Imperiali, Antonio",VE/377/50,1768,Monographs,Técnica
9," Papel nuevo intitulado Desengaño de los engaños en que viven los que ven y executan las comedias : tratado sobre la Comica, parte principal en la representación","Rezano Imperiali, Antonio",VC/245/8,1768,Monographs,Técnica
