,Title,Author,Call_Number,Year,Type,Subject
9, Libro de agricultura [Texto impreso],"Herrera, Alonso de 1470-1539",R/31809,1605,Monographs,Agricultura
10," Señor, el capitan Pedro Agustin Abarca dize que ha cinco años que està dando vozes como otro Ieremias, que regādose los campos del Reyno de Murcia, con sus frutos se redimen las necessidades presentes y por venir destos Reynos y sus naturales","Abarca, Pedro Agustín",VE/27/2,1618,Monographs,Agricultura
11, Agricultura general que trata de la labranza del campo y sus particularidades ... [Texto impreso],"Herrera, Alonso de 1470-1539",3/48922,1620,Monographs,Agricultura
12," Libro de los secretos de agricultura, casa de campo y pastoril","Agustí, Miquel 1560-1630",R.MICRO/36522,1626,Monographs,Agricultura
13," Modo para la poblacion del reyno, cria de ganados, y labor de las tierras : como se remediaran los daños que el reyno padece, y de los arbitrios de las ciudades, en rompimiento de dehesas, y pastos comunes","Pérez de Santa Marina y Escabias, Lorenzo",VE/204/26,1628,Monographs,Agricultura
14," Señor, por parte del oficio de los panaderos de la Ciudad de Valencia se ha representado a V. Magestad en el S.S.R. Consejo de Aragon vn memorial, en que suplican les mande hazer merced de restituyrles la facultad de poder amassar y vẽder pan por su cuenta, quitandola a la Ciudad","Felipe IV, Rey de España destinatario",VE/47/27,1637,Monographs,Agricultura
15," Agricultura general  : que trata de la labranza del campo y sus particularidades, crianza de animales, propiedades de las plantas que en ella se contienen, y virtudes prouechosas ¯a la salud humana","Herrera, Alonso de 1470-1539",2/41037,1645,Monographs,Agricultura
16," Señora. Bernavè Forte, Criado de V. Mag. en su Real Sitio de Aranjuez. Dize, que continuando los seruicios de 90 años, heredados, y adquiridos: en el passado de 65. ofreciò hazer otro de estimable vtilidad ... [Texto impreso]","Forte, Bernabé",PORCONES/3/46,1665,Monographs,Agricultura
17," Agricultura general que trata de la labranza del campo y sus particularidades, crianza de animales, propiedades de las plantas que en ella se contienen y virtudes provechosas a la salud humana","Herrera, Alonso de 1470-1539",R/40365,1677,Monographs,Agricultura
18, Papeles varios,"Martín Sarmiento, Fray 1695-1772 Carta de Fray Martín Sarmiento a Campomanes, Fiscal del Consejo, en contra de que las haciendas de los monasterios de su Orden, pasen a seglares, San Martín de Madrid, 17 de febrero de 1767",MSS/18577/24,1701,Manuscripts and Personal Archives,Agricultura
19, Tratado de agricultura de hortaliza [Manuscrito] : en tres libros,"Martín de Fuentidueña, Cosme",MSS.MICRO/17138,1701,Manuscripts and Personal Archives,Agricultura
20, Tratado de agricultura y zootecnia [Manuscrito],NA,MSS.MICRO/19342,1701,Manuscripts and Personal Archives,Agricultura
21, Tratado de agricultura de jardines [Manuscrito],"Martín de Fuentidueña, Cosme",MSS.MICRO/17137,1701,Manuscripts and Personal Archives,Agricultura
22," Respuesta del Procurador General del Reyno, Don Pedro Manuel de Saenz de Pedroso y Ximeno sobre la decadencia de la agricultura y sus causas en la Provincia de Extremadura [Manuscrito]","Saenz de Pedroso y Ximeno, Pedro Manuel",MSS/10818/15,1701,Manuscripts and Personal Archives,Agricultura
23, Carta crítica sobre los defectos del cultivo de las tierras en España y ventajas que resultarían de su corrección [Manuscrito],"Tibaudier, Diego",MSS/10818/4,1701,Manuscripts and Personal Archives,Agricultura
24, Papeles varios [Manuscrito],"Ricci Sanoni, Juan Antonio Breve narración de la pressente guerra sucedida en Alemania, entre las tropas austríacas y las de sus aliados, a saver russos, suecos, saxones... y de todo quanto ha sucedido en Hannover",MSS.MICRO/15510,1701,Manuscripts and Personal Archives,Agricultura
25, Pronostico de temporales con las elecciones de agricultura y medicina para este Año de 1702 [Texto impreso],"Gómez Solano, Luis",VE/1231/19,1702,Monographs,Agricultura
26," Libro de los secretos de agricultura, casa de campo, y pastoril","Agustí, Miquel 1560-1630",2/33689,1703,Monographs,Agricultura
27," El Dean, y Cabildo de la Santa Iglesia de Plasencia, dize : Que auiendo considerado los atrasos de su Mesa Capitular, gravada de Censos por diferentes donativos, que ha hecho à su Magestad en las passadas vrgencias, è insuficiente por la calamidad de los tiempos à sobrellevar las cargas, à que está obligada, teniendo para ellas la mitad menos renta, de la que necessita para el sustento de Capellanes, y Ministros, que sirven al Culto Divino",Catedral de Plasencia Cabildo,PORCONES/376(22),1713,Monographs,Agricultura
28," Libro de los secretos de Agricultura, casa de campo y pastoril","Agustí, Miquel 1560-1630",2/28176,1722,Monographs,Agricultura
29," Libro de los secretos de Agricultura, casa de campo y pastoril","Agustí, Miquel 1560-1630",3/52358,1722,Monographs,Agricultura
30," Libro de los secretos de agricultura, casa de campo, y pastoril","Agustí, Miquel 1560-1630",2/15693,1722,Monographs,Agricultura
31," Cartilla rustica, phisica visible, y astrologia innegable : lecciones de agricultura y juizios pastoriles, para hazer docto al rustico","Torres Villarroel, Diego de 1693-1770",3/33206(3),1727,Monographs,Agricultura
32, Arte de labrar la tierra : repartida en quatro partes,"Agustí, Miquel 1560-1630",MSS/21026,1728,Manuscripts and Personal Archives,Agricultura
33," Por el Dean, y Cabildo de la Santa Iglesia de Plasencia. Con la villa, y vezinos de Belvis. Sobre que paguen diezmos de sus Cosechas de Seda, y Nabos, y que se debueluan al Ordinario los Autos, que con informe de nuevos diezmos han traìdo por recurso al Consejo",Catedral de Plasencia Cabildo,PORCONES/1463/6,1728,Monographs,Agricultura
34," Libro de los secretos de la agricultura, casa de campo y pastoril","Agustí, Miquel 1560-1630",R/37865,1731,Monographs,Agricultura
35," Restauracion de la abundancia de España, o Prestantissimo unico, y facil reparo de su carestìa general [Texto impreso]","Caja de Leruela, Miguel 1562?-1631",2/3629,1732,Monographs,Agricultura
36," Don Phelipe, por la gracia de Dios, Rey de Castilla ... Sabed, que teniendo presente la general falta de cosecha, que se experimenta en essos dichos Reynos y Provincias, y la impossibilidad que tendràn los Labradores de pagar assi à los dueños de los terrazgos, que huvieren arrendado, como à sus acrehedores particulares ... nos servimos concederles espera, y moratoria",España,VE/405/90,1734,Monographs,Agricultura
37," Dn. Ignacio Francisco de Glimes de Brabante, conde de Glimes ... Governador, y Capitan General del exercito, y Principado de Cathaluña, &amp;c. Por quanto hemos recibido una carta, que de orden del Rey ... fecha en Madrid à onze de octubre del corriente año de mil setecientos treinta y ocho, cuyo thenor es como se sigue ... en varias partes se perdiò quasi enteramente la cosecha de granos",Cataluña (Principado) Capitán General autor,VE/466/42,1738,Monographs,Agricultura
38," Tridente sceptico en España [Texto impreso] : physica natural, agricultura no cultivada y magica esperimental para acrecentar las cosechas","Casses Xaló Granel de Ribas Altas, Joaquín 1701-1746",2/64836,1738,Monographs,Agricultura
39," Reglamento y ordenanzas, que deben observar los Vecinos estantes, y habitantes en las Villas de San Martin de la Vega, Ciempozuelos, Seseña, Añover... y demàs que en sus Terminos, y en todos los que corre la Real Acequia de Xarama, tienen tierras, y possesiones que se pueden beneficiar con el riego, para que este sea en utilidad del Comun, y de los Interessados à quienes comprehenda, y le ayan de tener de la referida Real Acequia",España Rey (1700-1746: Felipe V),3/66295,1740,Monographs,Agricultura
40," Estadal de agricultura o Practica del primer libro de Euclides preciso para medir, apear, tassar y conservar las heredades del campo [Texto impreso]","Sánchez de Villajos, Mateo",2/22283,1744,Monographs,Agricultura
41," D. Juan Francisco de Guemes, y Horcasitas, theniente general de los reales exercitos, virrey, governador, y capitan general de esta Nueva-España, y presidente de la Real Audiencia y Chancilleria de ella, &amp;c. Haviendo experimentado en el presente, y precedentes años alguna carestia en el necessario, y preciso alimento del maiz, con el que se alimenta el commun de los yndios, gente pobre, y travajadores del reyno",Nueva España Virrey (1746-1755: Juan Francisco Güemes de Horcasitas),VE/460/23,1749,Monographs,Agricultura
42," Ha dado motivo a la expedicion del adjunto despacho el activo deseo de cortar los inconvenientes, que en el se expresan, y evitar las malas consecuencias, que se estan tocando con detrimento general de las provincias, en que por la ambicion de enriquecerse en particular, sembrando trigo en todas tierras",Nueva España Virrey (1746-1755: Juan Francisco Güemes de Horcasitas),VE/460/22,1749,Monographs,Agricultura
43," Don Juan Francisco de Guemes, y Horcasitas, theniente general de los reales exercitos, virrey, governador, y capitan general de esta Nueva-España, y presidente de la Real Audiencia y Chancîlleria de ella, &amp;c. Hallandose empeñado mi cuidado en libertar à los avitadores de este vasto, y dilatado reyno de la necesidad, que la esterilidad, de el tiempo les pronostica, y annuncia ... nacida de haverse ausentado las aguas",Nueva España Virrey (1746-1755: Juan Francisco Güemes de Horcasitas),VE/460/8,1749,Monographs,Agricultura
44," Tratado del cultivo de las tierras, segun los principios de Mons. Tull, ingles","Duhamel Du Monceau, Henri-Louis 1700-1782",3/5178,1751,Monographs,Agricultura
45, Cartilla para la practica de los agricultores segun las reglas de la nueva agricultura,NA,VE/354/20,1751,Monographs,Agricultura
46," Real Decreto. La escasez, que en las Cosechas se ha padecido, con alguna frequencia de años à esta parte, ha dado à conocer repetidamente el incessante cuidado, que conviene aplicar, en que las Ciudades, Villas, y Lugares, que desfrutan el util establecimiento de tener Positos, atiendan à su conservacion",España Rey (1746-1759: Fernando VI),VE/476/10,1753,Monographs,Agricultura
47," Don Fernando por la gracia de Dios, Rey de Castilla ... Ya sabeis, que à consulta de los del nuestro Consejo de veinte y uno de Agosto proximo passado fue servido N.R.P. conceder Moratoria general à todos los Labradores de essos Reynos, Provincias, y Partidos, para que en atencion à la calamidad de este presente año, y mirando à su conservacion, no sean molestados por los arrendamientos de Tierras",España,VE/405/85,1753,Monographs,Agricultura
48," Don Fernando ... Rey de Castilla ... A todos los Corregidores, è Intendentes ... Sabed, que teniendo presente la general falta de Cosecha, que se ha experimentado en la mayor parte de el Reyno, y en especial en essas Provincias, y la impossibilidad que tendràn los Labradores de pagar las pensiones capituladas à los Dueños de los Terrazgos",España,R/23895(2),1753,Monographs,Agricultura
49," Don Fernando, por la gracia de Dios, Rey de Castilla, de Leon, de Aragon ... Sabed, que haviendo ocurrido al nuestro Consejo varios Pueblos, assi de su Provincia, como de otras, solicitando se les continuasse por este año, y hasta Santa Maria de Agosto de setecientos cincuenta y cinco la Moratoria, que se les concediò el proximo passado para poder satisfazer los Arrendamientos de sus Terrazgos",España jurisdicción promulgadora,VE/475/40,1754,Monographs,Agricultura
50," Haviendo entendido, que la langosta, que en el presente año se hà buelto à descubrir en Andalucìa, Extremadura, la Mancha y otros parages, se hà exparcido por muchas partes donde no la havia",Consejo Real de Castilla,R/23909(32),1756,Monographs,Agricultura
51," Estafeta de Londres : obra periodica, repartida en diferentes cartas, en las que se declara el proceder de la Inglaterra, respecto à sus costumbres, industria, artes, literatura, comercio y marina","Nifo, Francisco Mariano 1719-1803",2/6000,1761,Newspapers/Magazines,Agricultura
52, Cartilla de la agricultura de moreras y arte para la cria de la seda [Texto impreso] : sus reglas y varias observaciones para el mejor modo de practicarlas : dividida en tres tratados ... : adornada con laminas  ... : ponese al fin un diccionario que explica los nombres y voces de este arte que se usan en este Reyno de Murcia,"Elgueta y Vigil, Antonio 1686-1761",2/30018,1761,Monographs,Agricultura
53," Libro de los secretos de agricultura, casa de campo y pastoril","Agustí, Miquel 1560-1630",3/44848,1762,Monographs,Agricultura
54," Correo general historico, literario, y economico de la Europa : donde se contienen memorias utiles sobre las ciencias, agricultura, artes y comercio de Francia, Holanda, Alemania, Italia y demas reynos y provincias europeas que saben sacar su felicidad de una prudente y bien dirigida economia publica: tambien, y por ser mas necesarias, se daran las noticias recientes, regulares ò imprevenidas que sobre todo lo expresado y de la historia natural, literaria o industriosa ofrecieron los reynos y provincias de España","Nifo, Francisco Mariano 1719-1803",Z/12006,1763,Newspapers/Magazines,Agricultura
55," Don Carlos, por la gracia de Dios, Rey de Castilla, de Leon, de Aragon ... sabed, que deseando nuestro Consejo que el Cuerpo de Labradores de estos nuestros Reynos experimentassen todos los alivios, que pudiesse fomentarles ... dispuso, y ordenò el Auto acordado octavo, titulo veinte y cinco, libro quinto de la Novissima Recopilacion",España,VE/247/22,1764,Monographs,Agricultura
56," Don Carlos, por la gracia de Dios, Rey de Castilla, de Leon, de Aragon ... sabed, que deseando nuestro Consejo que el Cuerpo de Labradores de estos nuestros Reyuos [sic] experimentassen todos los alivios, que pudiesse fomentarles ... dispuso y ordenó el Auto acordado octavo, titulo veinte y cinco, libro quinto de la Novissima Recopilacion",España,VE/484/8,1764,Monographs,Agricultura
57," Dissertacion sobre el cultivo de trigos que la Academia de Agricultura de la ciudad de Berna en Suissa, premiò en el año de 1760","Mirabeau, Honoré-Gabriel de Riqueti, comte de",2/16540,1764,Monographs,Agricultura
58," La Real Junta particular de agricultura y comercio establecida en la Ciudad de Valencia combida a los sugetos amantes de la pública utilidad, para que concurran con sus instrucciones y experimentos al mayor fomento y perfeccion de la agricultura",Real Junta Particular de Comercio y Agricultura de Valencia,U/10963,1765,Monographs,Agricultura
59," Agricultura general y gobierno de la casa de campo [Texto impreso] : en que por estenso se trata de todos los bienes del campo, con los nuevos descubrimientos y metodos de cultivo para la multiplicacion de los granos : del aumento en la cria de ganados, y en lo demàs dependiente de una casa de campo ... Y con los tratados de huerta, y de jardinerìa","Valcárcel, José Antonio 1720-1792",3/51928,1765,Monographs,Agricultura
60," Informe legal instructivo de la Procuracion General de los Reynos A los Señores del Real, y Supremo Consejo de Castilla en la pretension, que ante S.M. ... tienen introducida las Ciudades de Voto en Córtes, Sexmos, Villas, y Estado de Medellín, contenidas en la Provincia de Extremadura, sobre la reintegracion de sus Términos, Dehesas, Pastos, Aprovechamientos, y Tierras, con exclusion del derecho de possession en ellas à los Ganados Mesteños, y moderación en sus entradas, y con vista de la oposición hecha por el honrado Concejo de la Mesta","Saenz de Pedroso y Ximeno, Pedro Manuel",PORCONES/117&lt;1&gt;/17,1766,Monographs,Agricultura
